date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-07-09,MG,Divinópolis,city,431,12,True,238230,3122306,180.9176,0.0278
2020-07-09,MG,Divisa Alegre,city,7,0,True,6786,3122355,103.15355,0.0
2020-07-09,MG,Divisa Nova,city,1,0,True,6011,3122405,16.63617,0.0
2020-07-09,MG,Divisópolis,city,5,0,True,11019,3122454,45.37617,0.0
2020-07-09,MG,Dom Bosco,city,16,0,True,3677,3122470,435.13734,0.0
2020-07-09,MG,Dom Cavati,city,13,1,True,5072,3122504,256.30915,0.0769
2020-07-09,MG,Dom Joaquim,city,29,0,True,4195,3122603,691.29917,0.0
2020-07-09,MG,Dom Silvério,city,1,0,True,5237,3122702,19.0949,0.0
2020-07-09,MG,Dona Euzébia,city,1,0,True,6572,3122900,15.21607,0.0
2020-07-09,MG,Dores de Campos,city,5,0,True,10153,3123007,49.24653,0.0
2020-07-09,MG,Dores de Guanhães,city,4,0,True,5169,3123106,77.38441,0.0
2020-07-09,MG,Dores do Indaiá,city,38,1,True,13483,3123205,281.83639,0.0263
2020-07-09,MG,Doresópolis,city,2,0,True,1527,3123403,130.97577,0.0
2020-07-09,MG,Douradoquara,city,1,0,True,1908,3123502,52.4109,0.0
2020-07-09,MG,Durandé,city,3,1,True,7841,3123528,38.26043,0.3333
2020-07-09,MG,Elói Mendes,city,27,0,True,28076,3123601,96.16755,0.0
2020-07-09,MG,Engenheiro Caldas,city,16,1,True,11134,3123700,143.70397,0.0625
2020-07-09,MG,Engenheiro Navarro,city,3,0,True,7242,3123809,41.42502,0.0
2020-07-09,MG,Entre Folhas,city,20,0,True,5370,3123858,372.43948,0.0
2020-07-09,MG,Entre Rios de Minas,city,7,0,True,15298,3123908,45.75762,0.0
2020-07-09,MG,Ervália,city,21,0,True,18895,3124005,111.14051,0.0
2020-07-09,MG,Esmeraldas,city,121,2,True,70552,3124104,171.50471,0.0165
2020-07-09,MG,Espera Feliz,city,82,3,True,24951,3124203,328.64414,0.0366
2020-07-09,MG,Espinosa,city,89,2,True,31617,3124302,281.49413,0.0225
2020-07-09,MG,Espírito Santo do Dourado,city,3,0,True,4692,3124401,63.93862,0.0
2020-07-09,MG,Estiva,city,42,1,True,11354,3124500,369.91369,0.0238
2020-07-09,MG,Estrela Dalva,city,13,1,True,2343,3124609,554.84422,0.0769
2020-07-09,MG,Estrela do Indaiá,city,1,0,True,3500,3124708,28.57143,0.0
2020-07-09,MG,Estrela do Sul,city,18,0,True,7978,3124807,225.62046,0.0
2020-07-09,MG,Eugenópolis,city,121,1,True,11275,3124906,1073.17073,0.0083
2020-07-09,MG,Ewbank da Câmara,city,6,0,True,3913,3125002,153.33504,0.0
2020-07-09,MG,Extrema,city,475,7,True,36225,3125101,1311.24914,0.0147
2020-07-09,MG,Faria Lemos,city,10,1,True,3241,3125309,308.54674,0.1
2020-07-09,MG,Felisburgo,city,2,1,True,7457,3125606,26.82044,0.5
2020-07-09,MG,Felixlândia,city,5,0,True,15336,3125705,32.60303,0.0
2020-07-09,MG,Fernandes Tourinho,city,1,0,True,3431,3125804,29.14602,0.0
2020-07-09,MG,Ferros,city,33,0,True,9820,3125903,336.04888,0.0
2020-07-09,MG,Fervedouro,city,11,1,True,11006,3125952,99.94548,0.0909
2020-07-09,MG,Florestal,city,18,0,True,7461,3126000,241.25452,0.0
2020-07-09,MG,Formiga,city,222,2,True,67683,3126109,327.99965,0.009
2020-07-09,MG,Formoso,city,20,1,True,9562,3126208,209.16126,0.05
2020-07-09,MG,Fortaleza de Minas,city,1,0,True,4412,3126307,22.66546,0.0
2020-07-09,MG,Fortuna de Minas,city,1,0,True,2947,3126406,33.93281,0.0
2020-07-09,MG,Francisco Badaró,city,1,0,True,10332,3126505,9.67867,0.0
2020-07-09,MG,Francisco Dumont,city,2,0,True,5215,3126604,38.35091,0.0
2020-07-09,MG,Francisco Sá,city,29,1,True,26277,3126703,110.36267,0.0345
2020-07-09,MG,Frei Gaspar,city,13,0,True,5880,3126802,221.08844,0.0
2020-07-09,MG,Frei Inocêncio,city,45,0,True,9611,3126901,468.21351,0.0
2020-07-09,MG,Fronteira,city,12,0,True,18103,3127008,66.28736,0.0
2020-07-09,MG,Fruta de Leite,city,1,0,True,5369,3127073,18.62544,0.0
2020-07-09,MG,Frutal,city,147,7,True,59496,3127107,247.07543,0.0476
2020-07-09,MG,Galiléia,city,10,1,True,6817,3127305,146.69209,0.1
2020-07-09,MG,Glaucilândia,city,2,0,True,3150,3127354,63.49206,0.0
2020-07-09,MG,Goiabeira,city,3,1,True,3353,3127370,89.47211,0.3333
2020-07-09,MG,Goianá,city,2,0,True,3966,3127388,50.42864,0.0
2020-07-09,MG,Gonzaga,city,1,0,True,6158,3127503,16.23904,0.0
2020-07-09,MG,Gouveia,city,26,0,True,11825,3127602,219.87315,0.0
2020-07-09,MG,Governador Valadares,city,1752,53,True,279885,3127701,625.97138,0.0303
2020-07-09,MG,Grão Mogol,city,14,0,True,15836,3127800,88.40616,0.0
2020-07-09,MG,Guanhães,city,88,1,True,34319,3128006,256.41773,0.0114
2020-07-09,MG,Guapé,city,8,0,True,14245,3128105,56.16006,0.0
2020-07-09,MG,Guaraciaba,city,2,0,True,10324,3128204,19.37234,0.0
2020-07-09,MG,Guaraciama,city,2,1,True,4972,3128253,40.22526,0.5
2020-07-09,MG,Guaranésia,city,97,4,True,19021,3128303,509.96267,0.0412
2020-07-09,MG,Guarani,city,8,0,True,8911,3128402,89.77668,0.0
2020-07-09,MG,Guarará,city,1,0,True,3796,3128501,26.34352,0.0
2020-07-09,MG,Guarda-Mor,city,44,0,True,6580,3128600,668.69301,0.0
2020-07-09,MG,Guaxupé,city,129,2,True,51917,3128709,248.47353,0.0155
2020-07-09,MG,Guimarânia,city,11,0,True,8039,3128907,136.83294,0.0
2020-07-09,MG,Guiricema,city,21,0,True,8392,3129004,250.23832,0.0
2020-07-09,MG,Gurinhatã,city,1,0,True,5639,3129103,17.73364,0.0
2020-07-09,MG,Heliodora,city,9,0,True,6558,3129202,137.23696,0.0
2020-07-09,MG,Iapu,city,38,1,True,11004,3129301,345.32897,0.0263
2020-07-09,MG,Ibiá,city,54,2,True,25199,3129509,214.29422,0.037
2020-07-09,MG,Ibiaí,city,2,0,True,8395,3129608,23.8237,0.0
2020-07-09,MG,Ibiracatu,city,4,0,True,5400,3129657,74.07407,0.0
2020-07-09,MG,Ibiraci,city,14,0,True,13828,3129707,101.24385,0.0
2020-07-09,MG,Ibirité,city,386,9,True,180204,3129806,214.20168,0.0233
2020-07-09,MG,Ibituruna,city,1,0,True,2989,3130002,33.45601,0.0
2020-07-09,MG,Icaraí de Minas,city,1,0,True,11990,3130051,8.34028,0.0
2020-07-09,MG,Igarapé,city,120,0,True,43045,3130101,278.77802,0.0
2020-07-09,MG,Igaratinga,city,1,1,True,10860,3130200,9.2081,1.0
2020-07-09,MG,Iguatama,city,10,0,True,7947,3130309,125.83365,0.0
2020-07-09,MG,Ijaci,city,12,1,True,6550,3130408,183.20611,0.0833
2020-07-09,MG,Ilicínea,city,1,0,True,12375,3130507,8.08081,0.0
2020-07-09,MG,Imbé de Minas,city,7,1,True,6903,3130556,101.40519,0.1429
2020-07-09,MG,Importados/Indefinidos,city,525,21,True,,,,0.04
2020-07-09,MG,Inconfidentes,city,4,0,True,7328,3130606,54.58515,0.0
2020-07-09,MG,Indianópolis,city,5,0,True,6891,3130705,72.55841,0.0
2020-07-09,MG,Ingaí,city,12,3,True,2767,3130804,433.68269,0.25
2020-07-09,MG,Inhapim,city,32,1,True,24140,3130903,132.56007,0.0312
2020-07-09,MG,Inhaúma,city,6,0,True,6271,3131000,95.67852,0.0
2020-07-09,MG,Inimutaba,city,18,1,True,7515,3131109,239.52096,0.0556
2020-07-09,MG,Ipaba,city,87,4,True,18607,3131158,467.56597,0.046
2020-07-09,MG,Ipanema,city,50,0,True,19861,3131208,251.74966,0.0
2020-07-09,MG,Ipatinga,city,3120,55,True,263410,3131307,1184.46528,0.0176
2020-07-09,MG,Ipiaçu,city,14,1,True,4221,3131406,331.67496,0.0714
2020-07-09,MG,Ipuiúna,city,5,0,True,10079,3131505,49.6081,0.0
2020-07-09,MG,Iraí de Minas,city,33,0,True,6987,3131604,472.30571,0.0
2020-07-09,MG,Itabira,city,824,3,True,120060,3131703,686.3235,0.0036
2020-07-09,MG,Itabirinha,city,7,2,True,11512,3131802,60.80612,0.2857
2020-07-09,MG,Itabirito,city,579,1,True,51875,3131901,1116.14458,0.0017
2020-07-09,MG,Itacarambi,city,20,0,True,18153,3132107,110.17463,0.0
2020-07-09,MG,Itaguara,city,57,0,True,13358,3132206,426.71059,0.0
2020-07-09,MG,Itaipé,city,6,0,True,12760,3132305,47.02194,0.0
2020-07-09,MG,Itajubá,city,114,3,True,96869,3132404,117.68471,0.0263
2020-07-09,MG,Itamarandiba,city,14,0,True,34735,3132503,40.30517,0.0
2020-07-09,MG,Itamarati de Minas,city,7,0,True,4355,3132602,160.73479,0.0
2020-07-09,MG,Itambacuri,city,35,2,True,23211,3132701,150.79057,0.0571
2020-07-09,MG,Itamogi,city,2,0,True,10192,3132909,19.62323,0.0
2020-07-09,MG,Itamonte,city,53,0,True,15579,3133006,340.20155,0.0
2020-07-09,MG,Itanhandu,city,40,1,True,15331,3133105,260.90927,0.025
2020-07-09,MG,Itanhomi,city,8,0,True,12228,3133204,65.42362,0.0
2020-07-09,MG,Itaobim,city,95,1,True,21062,3133303,451.04928,0.0105
2020-07-09,MG,Itapagipe,city,16,0,True,15243,3133402,104.96621,0.0
2020-07-09,MG,Itapecerica,city,23,0,True,21762,3133501,105.68882,0.0
2020-07-09,MG,Itapeva,city,72,5,True,9783,3133600,735.97056,0.0694
2020-07-09,MG,Itatiaiuçu,city,130,1,True,11146,3133709,1166.3377,0.0077
2020-07-09,MG,Itaú de Minas,city,13,0,True,16108,3133758,80.70524,0.0
2020-07-09,MG,Itaúna,city,134,0,True,93214,3133808,143.75523,0.0
2020-07-09,MG,Itaverava,city,3,0,True,5419,3133907,55.36077,0.0
2020-07-09,MG,Itinga,city,18,2,True,14990,3134004,120.08005,0.1111
2020-07-09,MG,Itueta,city,6,0,True,6051,3134103,99.15716,0.0
2020-07-09,MG,Ituiutaba,city,123,2,True,104671,3134202,117.51106,0.0163
2020-07-09,MG,Itumirim,city,5,0,True,6023,3134301,83.01511,0.0
2020-07-09,MG,Iturama,city,101,0,True,39263,3134400,257.23964,0.0
2020-07-09,MG,Itutinga,city,1,0,True,3788,3134509,26.39916,0.0
2020-07-09,MG,Jaboticatubas,city,170,3,True,20143,3134608,843.96565,0.0176
2020-07-09,MG,Jacinto,city,13,0,True,12326,3134707,105.46812,0.0
2020-07-09,MG,Jacutinga,city,91,3,True,25979,3134905,350.28292,0.033
2020-07-09,MG,Jaguaraçu,city,19,1,True,3133,3135001,606.44749,0.0526
2020-07-09,MG,Jaíba,city,21,0,True,38909,3135050,53.97209,0.0
2020-07-09,MG,Jampruca,city,3,0,True,5404,3135076,55.51443,0.0
2020-07-09,MG,Janaúba,city,263,7,True,71648,3135100,367.07235,0.0266
2020-07-09,MG,Januária,city,19,1,True,67742,3135209,28.04759,0.0526
2020-07-09,MG,Japaraíba,city,20,0,True,4350,3135308,459.77011,0.0
2020-07-09,MG,Japonvar,city,0,0,True,7969,3135357,,0.0
2020-07-09,MG,Jeceaba,city,8,1,True,4912,3135407,162.86645,0.125
2020-07-09,MG,Jenipapo de Minas,city,1,0,True,7692,3135456,13.00052,0.0
2020-07-09,MG,Jequeri,city,6,0,True,12386,3135506,48.44179,0.0
2020-07-09,MG,Jequitaí,city,8,0,True,7531,3135605,106.22759,0.0
2020-07-09,MG,Jequitibá,city,6,0,True,5211,3135704,115.14105,0.0
2020-07-09,MG,Jequitinhonha,city,22,2,True,25391,3135803,86.64487,0.0909
2020-07-09,MG,Jesuânia,city,18,2,True,4787,3135902,376.01838,0.1111
2020-07-09,MG,Joaíma,city,105,1,True,15432,3136009,680.40435,0.0095
2020-07-09,MG,Joanésia,city,22,0,True,4573,3136108,481.08463,0.0
2020-07-09,MG,João Monlevade,city,343,0,True,79910,3136207,429.23289,0.0
2020-07-09,MG,João Pinheiro,city,103,0,True,47452,3136306,217.06145,0.0
2020-07-09,MG,Joaquim Felício,city,1,0,True,4695,3136405,21.29925,0.0
2020-07-09,MG,Jordânia,city,10,1,True,10812,3136504,92.48983,0.1
2020-07-09,MG,José Gonçalves de Minas,city,1,0,True,4501,3136520,22.21729,0.0
2020-07-09,MG,Josenópolis,city,1,0,True,4867,3136579,20.54654,0.0
2020-07-09,MG,Juatuba,city,90,2,True,26946,3136652,334.00134,0.0222
2020-07-09,MG,Juiz de Fora,city,2327,60,True,568873,3136702,409.05439,0.0258
2020-07-09,MG,Juramento,city,3,0,True,4331,3136801,69.26807,0.0
2020-07-09,MG,Juruaia,city,66,2,True,10563,3136900,624.82249,0.0303
2020-07-09,MG,Ladainha,city,9,0,True,18111,3137007,49.69356,0.0
2020-07-09,MG,Lagamar,city,26,0,True,7613,3137106,341.52108,0.0
2020-07-09,MG,Lagoa da Prata,city,283,2,True,52165,3137205,542.50935,0.0071
2020-07-09,MG,Lagoa dos Patos,city,1,0,True,4102,3137304,24.37835,0.0
2020-07-09,MG,Lagoa Dourada,city,10,1,True,13009,3137403,76.86986,0.1
2020-07-09,MG,Lagoa Formosa,city,45,0,True,18052,3137502,249.27986,0.0
2020-07-09,MG,Lagoa Grande,city,1,0,True,9532,3137536,10.49098,0.0
2020-07-09,MG,Lagoa Santa,city,108,0,True,64527,3137601,167.3718,0.0
2020-07-09,MG,Lajinha,city,88,0,True,19923,3137700,441.70055,0.0
2020-07-09,MG,Lambari,city,57,2,True,20814,3137809,273.85414,0.0351
2020-07-09,MG,Lamim,city,1,0,True,3391,3137908,29.48983,0.0
2020-07-09,MG,Laranjal,city,11,1,True,6810,3138005,161.52717,0.0909
2020-07-09,MG,Lassance,city,5,0,True,6512,3138104,76.78133,0.0
2020-07-09,MG,Lavras,city,148,16,True,103773,3138203,142.61899,0.1081
2020-07-09,MG,Leandro Ferreira,city,5,0,True,3229,3138302,154.8467,0.0
2020-07-09,MG,Leopoldina,city,483,14,True,52587,3138401,918.47795,0.029
2020-07-09,MG,Lima Duarte,city,109,4,True,16698,3138609,652.77279,0.0367
2020-07-09,MG,Limeira do Oeste,city,35,0,True,7536,3138625,464.43737,0.0
2020-07-09,MG,Lontra,city,5,1,True,9661,3138658,51.75448,0.2
2020-07-09,MG,Luisburgo,city,7,0,True,6266,3138674,111.71401,0.0
2020-07-09,MG,Luislândia,city,1,0,True,6699,3138682,14.9276,0.0
2020-07-09,MG,Luminárias,city,3,0,True,5446,3138708,55.0863,0.0
2020-07-09,MG,Luz,city,58,1,True,18215,3138807,318.41889,0.0172
2020-07-09,MG,Machacalis,city,1,0,True,7111,3138906,14.06272,0.0
2020-07-09,MG,Machado,city,22,1,True,42133,3139003,52.2156,0.0455
2020-07-09,MG,Madre de Deus de Minas,city,13,0,True,5098,3139102,255.00196,0.0
2020-07-09,MG,Malacacheta,city,28,0,True,18650,3139201,150.13405,0.0
2020-07-09,MG,Mamonas,city,3,0,True,6543,3139250,45.85053,0.0
2020-07-09,MG,Manga,city,3,0,True,18407,3139300,16.29815,0.0
2020-07-09,MG,Manhuaçu,city,285,8,True,90229,3139409,315.86297,0.0281
2020-07-09,MG,Manhumirim,city,206,2,True,22707,3139508,907.20923,0.0097
2020-07-09,MG,Mantena,city,150,6,True,27644,3139607,542.61323,0.04
2020-07-09,MG,Maravilhas,city,2,0,True,7976,3139706,25.07523,0.0
2020-07-09,MG,Mar de Espanha,city,56,6,True,12814,3139805,437.02201,0.1071
2020-07-09,MG,Maria da Fé,city,12,0,True,14095,3139904,85.13657,0.0
2020-07-09,MG,Mariana,city,697,9,True,60724,3140001,1147.81635,0.0129
2020-07-09,MG,Mário Campos,city,61,4,True,15416,3140159,395.69279,0.0656
2020-07-09,MG,Maripá de Minas,city,7,0,True,2973,3140209,235.4524,0.0
2020-07-09,MG,Marliéria,city,11,1,True,4039,3140308,272.34464,0.0909
2020-07-09,MG,Martinho Campos,city,19,1,True,13388,3140506,141.91814,0.0526
2020-07-09,MG,Martins Soares,city,20,2,True,8417,3140530,237.61435,0.1
2020-07-09,MG,Mata Verde,city,15,0,True,8586,3140555,174.703,0.0
2020-07-09,MG,Materlândia,city,3,1,True,4459,3140605,67.27966,0.3333
2020-07-09,MG,Mateus Leme,city,51,1,True,31086,3140704,164.06099,0.0196
2020-07-09,MG,Mathias Lobato,city,9,0,True,3203,3171501,280.98658,0.0
2020-07-09,MG,Matias Barbosa,city,70,0,True,14468,3140803,483.82638,0.0
2020-07-09,MG,Matias Cardoso,city,9,0,True,11157,3140852,80.66685,0.0
2020-07-09,MG,Matipó,city,9,0,True,18908,3140902,47.5989,0.0
2020-07-09,MG,Mato Verde,city,1,0,True,12459,3141009,8.02633,0.0
2020-07-09,MG,Matozinhos,city,78,0,True,37820,3141108,206.24008,0.0
2020-07-09,MG,Matutina,city,3,0,True,3749,3141207,80.02134,0.0
2020-07-09,MG,Medeiros,city,3,0,True,3802,3141306,78.90584,0.0
2020-07-09,MG,Medina,city,65,1,True,20820,3141405,312.19981,0.0154
2020-07-09,MG,Mendes Pimentel,city,6,0,True,6446,3141504,93.08098,0.0
2020-07-09,MG,Mercês,city,16,0,True,10739,3141603,148.98966,0.0
2020-07-09,MG,Mesquita,city,20,1,True,5605,3141702,356.82426,0.05
2020-07-09,MG,Minas Novas,city,5,0,True,31484,3141801,15.88108,0.0
2020-07-09,MG,Mirabela,city,11,0,True,13589,3142007,80.94783,0.0
2020-07-09,MG,Miradouro,city,45,1,True,10754,3142106,418.44895,0.0222
2020-07-09,MG,Miraí,city,30,0,True,15014,3142205,199.81351,0.0
2020-07-09,MG,Moeda,city,27,0,True,4919,3142304,548.89205,0.0
2020-07-09,MG,Moema,city,61,1,True,7517,3142403,811.49395,0.0164
2020-07-09,MG,Monsenhor Paulo,city,3,0,True,8688,3142601,34.53039,0.0
2020-07-09,MG,Montalvânia,city,7,0,True,14877,3142700,47.0525,0.0
2020-07-09,MG,Monte Alegre de Minas,city,129,4,True,21120,3142809,610.79545,0.031
2020-07-09,MG,Monte Azul,city,32,1,True,20854,3142908,153.44778,0.0312
2020-07-09,MG,Monte Belo,city,2,0,True,13166,3143005,15.19064,0.0
2020-07-09,MG,Monte Carmelo,city,35,1,True,47809,3143104,73.20797,0.0286
2020-07-09,MG,Monte Formoso,city,5,0,True,4906,3143153,101.91602,0.0
2020-07-09,MG,Monte Santo de Minas,city,6,0,True,21524,3143203,27.87586,0.0
2020-07-09,MG,Montes Claros,city,364,4,True,409341,3143302,88.92342,0.011
2020-07-09,MG,Monte Sião,city,76,3,True,23803,3143401,319.28748,0.0395
2020-07-09,MG,Montezuma,city,1,0,True,8249,3143450,12.12268,0.0
2020-07-09,MG,Morada Nova de Minas,city,15,0,True,8863,3143500,169.24292,0.0
2020-07-09,MG,Morro da Garça,city,5,2,True,2462,3143609,203.08692,0.4
2020-07-09,MG,Morro do Pilar,city,3,0,True,3182,3143708,94.28033,0.0
2020-07-09,MG,Munhoz,city,22,2,True,6029,3143807,364.90297,0.0909
2020-07-09,MG,Muriaé,city,1081,27,True,108763,3143906,993.90418,0.025
2020-07-09,MG,Mutum,city,136,2,True,26979,3144003,504.09578,0.0147
2020-07-09,MG,Muzambinho,city,11,0,True,20569,3144102,53.47854,0.0
2020-07-09,MG,Nacip Raydan,city,2,0,True,3220,3144201,62.1118,0.0
2020-07-09,MG,Nanuque,city,122,3,True,40750,3144300,299.3865,0.0246
2020-07-09,MG,Naque,city,16,1,True,6996,3144359,228.70212,0.0625
2020-07-09,MG,Natércia,city,1,0,True,4730,3144409,21.14165,0.0
2020-07-09,MG,Nazareno,city,5,0,True,8608,3144508,58.0855,0.0
2020-07-09,MG,Nepomuceno,city,46,0,True,26769,3144607,171.84056,0.0
2020-07-09,MG,Ninheira,city,4,0,True,10295,3144656,38.85381,0.0
2020-07-09,MG,Nova Belém,city,1,0,True,3190,3144672,31.34796,0.0
2020-07-09,MG,Nova Era,city,46,0,True,17578,3144706,261.69075,0.0
2020-07-09,MG,Nova Lima,city,642,3,True,94889,3144805,676.58,0.0047
2020-07-09,MG,Nova Módica,city,21,0,True,3600,3144904,583.33333,0.0
2020-07-09,MG,Nova Ponte,city,92,4,True,15545,3145000,591.83017,0.0435
2020-07-09,MG,Nova Porteirinha,city,25,2,True,7500,3145059,333.33333,0.08
2020-07-09,MG,Nova Resende,city,12,0,True,16723,3145109,71.75746,0.0
2020-07-09,MG,Nova Serrana,city,120,4,True,102693,3145208,116.85314,0.0333
2020-07-09,MG,Nova União,city,6,0,True,5725,3136603,104.80349,0.0
2020-07-09,MG,Novo Cruzeiro,city,40,1,True,31331,3145307,127.66908,0.025
2020-07-09,MG,Novo Oriente de Minas,city,22,0,True,10755,3145356,204.55602,0.0
2020-07-09,MG,Novorizonte,city,1,0,True,5299,3145372,18.87149,0.0
2020-07-09,MG,Olaria,city,4,0,True,1747,3145406,228.96394,0.0
2020-07-09,MG,Olhos-d'Água,city,0,0,True,6096,3145455,,0.0
2020-07-09,MG,Olímpio Noronha,city,9,0,True,2787,3145505,322.92788,0.0
2020-07-09,MG,Oliveira,city,35,0,True,41687,3145604,83.95903,0.0
2020-07-09,MG,Onça de Pitangui,city,2,0,True,3148,3145802,63.5324,0.0
2020-07-09,MG,Oratórios,city,3,0,True,4655,3145851,64.44683,0.0
2020-07-09,MG,Orizânia,city,6,1,True,8018,3145877,74.83163,0.1667
2020-07-09,MG,Ouro Branco,city,81,0,True,39500,3145901,205.06329,0.0
2020-07-09,MG,Ouro Fino,city,37,1,True,33639,3146008,109.99138,0.027
2020-07-09,MG,Ouro Preto,city,192,2,True,74281,3146107,258.47794,0.0104
2020-07-09,MG,Ouro Verde de Minas,city,1,1,True,5934,3146206,16.85204,1.0
2020-07-09,MG,Padre Carvalho,city,15,0,True,6378,3146255,235.18344,0.0
2020-07-09,MG,Padre Paraíso,city,118,0,True,20154,3146305,585.49171,0.0
2020-07-09,MG,Paineiras,city,4,0,True,4486,3146404,89.1663,0.0
2020-07-09,MG,Pains,city,5,0,True,8283,3146503,60.3646,0.0
2020-07-09,MG,Pai Pedro,city,0,0,True,6089,3146552,,0.0
2020-07-09,MG,Paiva,city,2,0,True,1529,3146602,130.80445,0.0
2020-07-09,MG,Palma,city,5,0,True,6616,3146701,75.57437,0.0
2020-07-09,MG,Palmópolis,city,2,0,True,5507,3146750,36.31741,0.0
2020-07-09,MG,Papagaios,city,90,0,True,15674,3146909,574.19931,0.0
2020-07-09,MG,Paracatu,city,331,1,True,93158,3147006,355.31033,0.003
2020-07-09,MG,Pará de Minas,city,78,0,True,93969,3147105,83.0061,0.0
2020-07-09,MG,Paraguaçu,city,11,0,True,21513,3147204,51.13187,0.0
2020-07-09,MG,Paraisópolis,city,29,4,True,21083,3147303,137.55158,0.1379
2020-07-09,MG,Paraopeba,city,32,0,True,24540,3147402,130.39935,0.0
2020-07-09,MG,Passa Quatro,city,27,2,True,16344,3147600,165.19824,0.0741
2020-07-09,MG,Passa Tempo,city,7,0,True,8084,3147709,86.5908,0.0
2020-07-09,MG,Passa-Vinte,city,8,0,True,2039,3147808,392.34919,0.0
2020-07-09,MG,Passos,city,84,3,True,114679,3147907,73.24794,0.0357
2020-07-09,MG,Patos de Minas,city,674,7,True,152488,3148004,442.00199,0.0104
2020-07-09,MG,Patrocínio,city,232,7,True,90757,3148103,255.62767,0.0302
2020-07-09,MG,Patrocínio do Muriaé,city,13,1,True,5684,3148202,228.71217,0.0769
2020-07-09,MG,Paula Cândido,city,1,0,True,9571,3148301,10.44823,0.0
2020-07-09,MG,Peçanha,city,4,0,True,17541,3148608,22.80372,0.0
2020-07-09,MG,Pedra Azul,city,47,1,True,24324,3148707,193.2248,0.0213
2020-07-09,MG,Pedra Bonita,city,2,0,True,7097,3148756,28.18092,0.0
2020-07-09,MG,Pedra do Indaiá,city,3,0,True,3972,3148905,75.5287,0.0
2020-07-09,MG,Pedra Dourada,city,5,0,True,2504,3149002,199.68051,0.0
2020-07-09,MG,Pedralva,city,1,0,True,11195,3149101,8.93256,0.0
2020-07-09,MG,Pedrinópolis,city,16,1,True,3635,3149200,440.16506,0.0625
2020-07-09,MG,Pedro Leopoldo,city,123,0,True,64258,3149309,191.41585,0.0
2020-07-09,MG,Pequi,city,1,1,True,4406,3149606,22.69632,1.0
2020-07-09,MG,Perdigão,city,23,0,True,11506,3149705,199.89571,0.0
2020-07-09,MG,Perdizes,city,43,1,True,16168,3149804,265.95745,0.0233
2020-07-09,MG,Perdões,city,36,0,True,21390,3149903,168.30295,0.0
2020-07-09,MG,Periquito,city,14,0,True,6810,3149952,205.58003,0.0
2020-07-09,MG,Pescador,city,11,0,True,4252,3150000,258.70179,0.0
2020-07-09,MG,Piedade de Caratinga,city,9,0,True,8566,3150158,105.06654,0.0
2020-07-09,MG,Piedade de Ponte Nova,city,18,0,True,4140,3150208,434.78261,0.0
2020-07-09,MG,Piedade do Rio Grande,city,2,1,True,4497,3150307,44.47409,0.5
2020-07-09,MG,Piedade dos Gerais,city,20,0,True,4982,3150406,401.4452,0.0
2020-07-09,MG,Pimenta,city,6,0,True,8660,3150505,69.28406,0.0
2020-07-09,MG,Pingo-d'Água,city,2,0,True,4941,3150539,40.47764,0.0
2020-07-09,MG,Pintópolis,city,1,1,True,7507,3150570,13.3209,1.0
2020-07-09,MG,Piracema,city,5,0,True,6409,3150604,78.01529,0.0
2020-07-09,MG,Pirajuba,city,39,0,True,6199,3150703,629.13373,0.0
2020-07-09,MG,Piranga,city,46,6,True,17626,3150802,260.9781,0.1304
2020-07-09,MG,Piranguçu,city,6,1,True,5472,3150901,109.64912,0.1667
2020-07-09,MG,Piranguinho,city,19,0,True,8596,3151008,221.03304,0.0
2020-07-09,MG,Pirapetinga,city,57,1,True,10752,3151107,530.13393,0.0175
2020-07-09,MG,Pirapora,city,114,1,True,56428,3151206,202.02736,0.0088
2020-07-09,MG,Piraúba,city,8,0,True,10787,3151305,74.16334,0.0
2020-07-09,MG,Pitangui,city,86,0,True,27989,3151404,307.26357,0.0
2020-07-09,MG,Piumhi,city,58,4,True,34691,3151503,167.19034,0.069
2020-07-09,MG,Planura,city,34,2,True,12133,3151602,280.22748,0.0588
2020-07-09,MG,Poço Fundo,city,44,0,True,16791,3151701,262.04514,0.0
2020-07-09,MG,Poços de Caldas,city,255,7,True,167397,3151800,152.33248,0.0275
2020-07-09,MG,Pocrane,city,50,0,True,8432,3151909,592.97913,0.0
2020-07-09,MG,Pompéu,city,106,1,True,31812,3152006,333.20759,0.0094
2020-07-09,MG,Ponte Nova,city,175,1,True,59742,3152105,292.92625,0.0057
2020-07-09,MG,Ponto dos Volantes,city,47,0,True,12121,3152170,387.75679,0.0
2020-07-09,MG,Porteirinha,city,37,0,True,37906,3152204,97.60988,0.0
2020-07-09,MG,Porto Firme,city,6,0,True,11279,3152303,53.19621,0.0
2020-07-09,MG,Poté,city,59,2,True,16555,3152402,356.3878,0.0339
2020-07-09,MG,Pouso Alegre,city,419,10,True,150737,3152501,277.96759,0.0239
2020-07-09,MG,Pouso Alto,city,2,0,True,5940,3152600,33.67003,0.0
2020-07-09,MG,Prados,city,4,0,True,9031,3152709,44.29188,0.0
2020-07-09,MG,Prata,city,24,0,True,27856,3152808,86.15738,0.0
2020-07-09,MG,Pratápolis,city,36,0,True,8603,3152907,418.45868,0.0
2020-07-09,MG,Pratinha,city,12,0,True,3603,3153004,333.05579,0.0
