date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-07-09,RS,Imigrante,city,21,0,True,3120,4310363,673.07692,0.0
2020-07-09,RS,Independência,city,1,0,True,6167,4310405,16.21534,0.0
2020-07-09,RS,Inhacorá,city,3,0,True,2226,4310413,134.77089,0.0
2020-07-09,RS,Ipê,city,7,0,True,6640,4310439,105.42169,0.0
2020-07-09,RS,Ipiranga do Sul,city,1,0,True,1889,4310462,52.93806,0.0
2020-07-09,RS,Iraí,city,31,1,True,7241,4310504,428.11766,0.0323
2020-07-09,RS,Itaara,city,12,1,True,5499,4310538,218.22149,0.0833
2020-07-09,RS,Itacurubi,city,19,3,True,3465,4310553,548.34055,0.1579
2020-07-09,RS,Itapuca,city,2,0,True,2094,4310579,95.51098,0.0
2020-07-09,RS,Itaqui,city,53,0,True,37620,4310603,140.88251,0.0
2020-07-09,RS,Itati,city,10,0,True,2419,4310652,413.39396,0.0
2020-07-09,RS,Itatiba do Sul,city,13,0,True,3324,4310702,391.09507,0.0
2020-07-09,RS,Ivorá,city,2,0,True,1910,4310751,104.71204,0.0
2020-07-09,RS,Ivoti,city,92,1,True,24293,4310801,378.70992,0.0109
2020-07-09,RS,Jaboticaba,city,5,0,True,3810,4310850,131.2336,0.0
2020-07-09,RS,Jacutinga,city,6,0,True,3561,4310900,168.492,0.0
2020-07-09,RS,Jaguarão,city,3,0,True,26680,4311007,11.24438,0.0
2020-07-09,RS,Jaguari,city,24,4,True,10848,4311106,221.23894,0.1667
2020-07-09,RS,Jaquirana,city,3,0,True,3716,4311122,80.73197,0.0
2020-07-09,RS,Jóia,city,1,0,True,8560,4311155,11.68224,0.0
2020-07-09,RS,Júlio de Castilhos,city,19,1,True,19293,4311205,98.48131,0.0526
2020-07-09,RS,Lagoão,city,3,1,True,6452,4311254,46.49721,0.3333
2020-07-09,RS,Lagoa Vermelha,city,39,2,True,27807,4311304,140.25245,0.0513
2020-07-09,RS,Lajeado,city,1706,22,True,84014,4311403,2030.61395,0.0129
2020-07-09,RS,Lajeado do Bugre,city,3,0,True,2564,4311429,117.00468,0.0
2020-07-09,RS,Lavras do Sul,city,22,0,True,7480,4311502,294.11765,0.0
2020-07-09,RS,Liberato Salzano,city,6,0,True,5219,4311601,114.96455,0.0
2020-07-09,RS,Lindolfo Collor,city,28,1,True,6054,4311627,462.50413,0.0357
2020-07-09,RS,Linha Nova,city,1,0,True,1714,4311643,58.34306,0.0
2020-07-09,RS,Machadinho,city,11,0,True,5445,4311700,202.0202,0.0
2020-07-09,RS,Mampituba,city,1,0,True,2981,4311734,33.54579,0.0
2020-07-09,RS,Manoel Viana,city,5,1,True,7299,4311759,68.50253,0.2
2020-07-09,RS,Maquiné,city,21,0,True,6714,4311775,312.77927,0.0
2020-07-09,RS,Maratá,city,12,0,True,2691,4311791,445.93088,0.0
2020-07-09,RS,Marau,city,879,12,True,44161,4311809,1990.44406,0.0137
2020-07-09,RS,Marcelino Ramos,city,20,0,True,4402,4311908,454.33894,0.0
2020-07-09,RS,Mariana Pimentel,city,5,2,True,3885,4311981,128.70013,0.4
2020-07-09,RS,Mariano Moro,city,23,0,True,2031,4312005,1132.44707,0.0
2020-07-09,RS,Marques de Souza,city,8,0,True,4009,4312054,199.55101,0.0
2020-07-09,RS,Mata,city,1,0,True,4823,4312104,20.73398,0.0
2020-07-09,RS,Mato Castelhano,city,5,1,True,2540,4312138,196.85039,0.2
2020-07-09,RS,Mato Leitão,city,29,0,True,4515,4312153,642.30343,0.0
2020-07-09,RS,Maximiliano de Almeida,city,26,0,True,4377,4312203,594.01416,0.0
2020-07-09,RS,Minas do Leão,city,20,0,True,8075,4312252,247.67802,0.0
2020-07-09,RS,Miraguaí,city,5,0,True,4925,4312302,101.52284,0.0
2020-07-09,RS,Montauri,city,18,0,True,1453,4312351,1238.81624,0.0
2020-07-09,RS,Monte Alegre dos Campos,city,1,0,True,3226,4312377,30.99814,0.0
2020-07-09,RS,Monte Belo do Sul,city,12,1,True,2548,4312385,470.95761,0.0833
2020-07-09,RS,Montenegro,city,234,3,True,65264,4312401,358.54376,0.0128
2020-07-09,RS,Mormaço,city,3,0,True,3085,4312427,97.24473,0.0
2020-07-09,RS,Morrinhos do Sul,city,9,0,True,2949,4312443,305.1882,0.0
2020-07-09,RS,Morro Reuter,city,13,0,True,6407,4312476,202.90307,0.0
2020-07-09,RS,Mostardas,city,1,0,True,12804,4312500,7.81006,0.0
2020-07-09,RS,Muçum,city,26,0,True,4954,4312609,524.82842,0.0
2020-07-09,RS,Muitos Capões,city,1,0,True,3162,4312617,31.62555,0.0
2020-07-09,RS,Muliterno,city,7,0,True,1893,4312625,369.78341,0.0
2020-07-09,RS,Não-Me-Toque,city,47,1,True,17624,4312658,266.6818,0.0213
2020-07-09,RS,Nicolau Vergueiro,city,2,0,True,1682,4312674,118.90606,0.0
2020-07-09,RS,Nonoai,city,103,2,True,11695,4312708,880.71826,0.0194
2020-07-09,RS,Nova Alvorada,city,45,1,True,3625,4312757,1241.37931,0.0222
2020-07-09,RS,Nova Araçá,city,452,1,True,4759,4312807,9497.79365,0.0022
2020-07-09,RS,Nova Bassano,city,106,0,True,9916,4312906,1068.97943,0.0
2020-07-09,RS,Nova Bréscia,city,12,0,True,3330,4313003,360.36036,0.0
2020-07-09,RS,Nova Candelária,city,2,0,True,2698,4313011,74.12898,0.0
2020-07-09,RS,Nova Hartz,city,47,0,True,21615,4313060,217.44159,0.0
2020-07-09,RS,Nova Pádua,city,1,0,True,2553,4313086,39.1696,0.0
2020-07-09,RS,Nova Palma,city,0,0,True,6512,4313102,,0.0
2020-07-09,RS,Nova Petrópolis,city,21,1,True,21353,4313201,98.34684,0.0476
2020-07-09,RS,Nova Prata,city,185,1,True,27257,4313300,678.72473,0.0054
2020-07-09,RS,Nova Roma do Sul,city,8,0,True,3689,4313359,216.86094,0.0
2020-07-09,RS,Nova Santa Rita,city,41,4,True,29300,4313375,139.93174,0.0976
2020-07-09,RS,Novo Barreiro,city,3,0,True,4164,4313490,72.04611,0.0
2020-07-09,RS,Novo Hamburgo,city,1190,41,True,246748,4313409,482.27341,0.0345
2020-07-09,RS,Novo Machado,city,1,0,True,3323,4313425,30.09329,0.0
2020-07-09,RS,Novo Xingu,city,0,0,True,1719,4313466,,0.0
2020-07-09,RS,Osório,city,270,3,True,45994,4313508,587.03309,0.0111
2020-07-09,RS,Paim Filho,city,5,0,True,3828,4313607,130.61651,0.0
2020-07-09,RS,Palmares do Sul,city,15,0,True,11318,4313656,132.53225,0.0
2020-07-09,RS,Palmeira das Missões,city,239,7,True,33303,4313706,717.65306,0.0293
2020-07-09,RS,Palmitinho,city,14,0,True,7057,4313805,198.38458,0.0
2020-07-09,RS,Panambi,city,32,0,True,43667,4313904,73.28188,0.0
2020-07-09,RS,Pantano Grande,city,99,0,True,9174,4313953,1079.13669,0.0
2020-07-09,RS,Paraí,city,37,0,True,7657,4314001,483.21797,0.0
2020-07-09,RS,Paraíso do Sul,city,3,0,True,7611,4314027,39.41663,0.0
2020-07-09,RS,Pareci Novo,city,14,0,True,3837,4314035,364.86839,0.0
2020-07-09,RS,Parobé,city,105,2,True,58272,4314050,180.18946,0.019
2020-07-09,RS,Passo do Sobrado,city,1,0,True,6535,4314076,15.30222,0.0
2020-07-09,RS,Passo Fundo,city,2240,48,True,203275,4314100,1101.95548,0.0214
2020-07-09,RS,Paulo Bento,city,8,0,True,2293,4314134,348.88792,0.0
2020-07-09,RS,Paverama,city,64,3,True,8487,4314159,754.0945,0.0469
2020-07-09,RS,Pedro Osório,city,0,0,True,7730,4314209,,0.0
2020-07-09,RS,Pejuçara,city,4,0,True,3874,4314308,103.25245,0.0
2020-07-09,RS,Pelotas,city,362,6,True,342405,4314407,105.72276,0.0166
2020-07-09,RS,Picada Café,city,6,1,True,5742,4314423,104.49321,0.1667
2020-07-09,RS,Pinhal,city,2,0,True,2579,4314456,77.54944,0.0
2020-07-09,RS,Pinheirinho do Vale,city,19,0,True,4871,4314498,390.06364,0.0
2020-07-09,RS,Pinheiro Machado,city,4,0,True,12271,4314506,32.59718,0.0
2020-07-09,RS,Pinto Bandeira,city,6,1,True,3003,4314548,199.8002,0.1667
2020-07-09,RS,Pirapó,city,3,0,True,2304,4314555,130.20833,0.0
2020-07-09,RS,Piratini,city,9,1,True,20663,4314605,43.55611,0.1111
2020-07-09,RS,Planalto,city,45,1,True,10084,4314704,446.25149,0.0222
2020-07-09,RS,Poço das Antas,city,55,0,True,2098,4314753,2621.54433,0.0
2020-07-09,RS,Pontão,city,13,1,True,3904,4314779,332.9918,0.0769
2020-07-09,RS,Ponte Preta,city,16,0,True,1547,4314787,1034.25986,0.0
2020-07-09,RS,Portão,city,93,2,True,37079,4314803,250.81583,0.0215
2020-07-09,RS,Porto Alegre,city,3726,145,True,1483771,4314902,251.11692,0.0389
2020-07-09,RS,Porto Mauá,city,1,0,True,2374,4315057,42.123,0.0
2020-07-09,RS,Porto Xavier,city,41,0,True,10246,4315107,400.15616,0.0
2020-07-09,RS,Pouso Novo,city,4,0,True,1639,4315131,244.05125,0.0
2020-07-09,RS,Presidente Lucena,city,43,0,True,2901,4315149,1482.2475,0.0
2020-07-09,RS,Progresso,city,23,0,True,6244,4315156,368.35362,0.0
2020-07-09,RS,Protásio Alves,city,8,0,True,1947,4315172,410.88855,0.0
2020-07-09,RS,Quaraí,city,22,2,True,22687,4315305,96.97183,0.0909
2020-07-09,RS,Quatro Irmãos,city,1,0,True,1849,4315313,54.08329,0.0
2020-07-09,RS,Quevedos,city,2,0,True,2788,4315321,71.73601,0.0
2020-07-09,RS,Quinze de Novembro,city,1,0,True,3796,4315354,26.34352,0.0
2020-07-09,RS,Redentora,city,14,1,True,11549,4315404,121.22262,0.0714
2020-07-09,RS,Relvado,city,1,0,True,2090,4315453,47.84689,0.0
2020-07-09,RS,Restinga Sêca,city,23,1,True,15789,4315503,145.67104,0.0435
2020-07-09,RS,Rio dos Índios,city,7,0,True,2752,4315552,254.36047,0.0
2020-07-09,RS,Rio Grande,city,389,12,True,211005,4315602,184.35582,0.0308
2020-07-09,RS,Rio Pardo,city,50,3,True,38275,4315701,130.63357,0.06
2020-07-09,RS,Riozinho,city,6,0,True,4653,4315750,128.94907,0.0
2020-07-09,RS,Roca Sales,city,44,2,True,11393,4315800,386.20205,0.0455
2020-07-09,RS,Rodeio Bonito,city,5,0,True,5867,4315909,85.22243,0.0
2020-07-09,RS,Rolante,city,49,0,True,21349,4316006,229.51895,0.0
2020-07-09,RS,Ronda Alta,city,58,2,True,10601,4316105,547.1182,0.0345
2020-07-09,RS,Rondinha,city,8,0,True,5130,4316204,155.94542,0.0
2020-07-09,RS,Roque Gonzales,city,7,0,True,6847,4316303,102.23456,0.0
2020-07-09,RS,Rosário do Sul,city,61,0,True,39422,4316402,154.73593,0.0
2020-07-09,RS,Sagrada Família,city,4,0,True,2609,4316428,153.31545,0.0
2020-07-09,RS,Saldanha Marinho,city,37,4,True,2650,4316436,1396.22642,0.1081
2020-07-09,RS,Salto do Jacuí,city,40,0,True,12449,4316451,321.31095,0.0
2020-07-09,RS,Salvador do Sul,city,11,0,True,7799,4316501,141.04372,0.0
2020-07-09,RS,Sananduva,city,49,0,True,16270,4316600,301.16779,0.0
2020-07-09,RS,Santa Bárbara do Sul,city,8,0,True,7994,4316709,100.07506,0.0
2020-07-09,RS,Santa Cecília do Sul,city,20,0,True,1639,4316733,1220.25625,0.0
2020-07-09,RS,Santa Clara do Sul,city,28,0,True,6603,4316758,424.04967,0.0
2020-07-09,RS,Santa Cruz do Sul,city,199,1,True,130416,4316808,152.58864,0.005
2020-07-09,RS,Santa Margarida do Sul,city,4,0,True,2562,4316972,156.12802,0.0
2020-07-09,RS,Santa Maria,city,669,18,True,282123,4316907,237.13061,0.0269
2020-07-09,RS,Santa Maria do Herval,city,28,0,True,6331,4316956,442.2682,0.0
2020-07-09,RS,Sant'Ana do Livramento,city,141,2,True,77027,4317103,183.0527,0.0142
2020-07-09,RS,Santa Rosa,city,139,2,True,73254,4317202,189.75073,0.0144
2020-07-09,RS,Santa Tereza,city,12,1,True,1729,4317251,694.0428,0.0833
2020-07-09,RS,Santa Vitória do Palmar,city,34,1,True,29676,4317301,114.5707,0.0294
2020-07-09,RS,Santiago,city,137,0,True,49425,4317400,277.18766,0.0
2020-07-09,RS,Santo Ângelo,city,224,18,True,77593,4317509,288.68584,0.0804
2020-07-09,RS,Santo Antônio da Patrulha,city,74,4,True,42894,4317608,172.5183,0.0541
2020-07-09,RS,Santo Antônio das Missões,city,2,0,True,10175,4317707,19.65602,0.0
2020-07-09,RS,Santo Antônio do Palma,city,18,0,True,2128,4317558,845.86466,0.0
2020-07-09,RS,Santo Augusto,city,4,1,True,13885,4317806,28.80807,0.25
2020-07-09,RS,Santo Cristo,city,9,0,True,14257,4317905,63.12689,0.0
2020-07-09,RS,Santo Expedito do Sul,city,1,0,True,2324,4317954,43.02926,0.0
2020-07-09,RS,São Borja,city,67,2,True,60282,4318002,111.14429,0.0299
2020-07-09,RS,São Domingos do Sul,city,16,0,True,3074,4318051,520.49447,0.0
2020-07-09,RS,São Francisco de Assis,city,5,1,True,18335,4318101,27.27025,0.2
2020-07-09,RS,São Francisco de Paula,city,22,0,True,21710,4318200,101.33579,0.0
2020-07-09,RS,São Gabriel,city,237,9,True,62105,4318309,381.61179,0.038
2020-07-09,RS,São Jerônimo,city,46,2,True,24248,4318408,189.70637,0.0435
2020-07-09,RS,São João da Urtiga,city,3,0,True,4657,4318424,64.41915,0.0
2020-07-09,RS,São João do Polêsine,city,1,0,True,2552,4318432,39.18495,0.0
2020-07-09,RS,São Jorge,city,17,0,True,2824,4318440,601.983,0.0
2020-07-09,RS,São José das Missões,city,2,0,True,2537,4318457,78.83327,0.0
2020-07-09,RS,São José do Herval,city,14,0,True,1971,4318465,710.29934,0.0
2020-07-09,RS,São José do Hortêncio,city,20,0,True,4804,4318481,416.31973,0.0
2020-07-09,RS,São José do Norte,city,55,2,True,27568,4318507,199.50667,0.0364
2020-07-09,RS,São José do Ouro,city,4,0,True,6933,4318606,57.69508,0.0
2020-07-09,RS,São José dos Ausentes,city,1,0,True,3527,4318622,28.35271,0.0
2020-07-09,RS,São José do Sul,city,14,0,True,2408,4318614,581.39535,0.0
2020-07-09,RS,São Leopoldo,city,1129,25,True,236835,4318705,476.70319,0.0221
2020-07-09,RS,São Lourenço do Sul,city,21,0,True,43582,4318804,48.18503,0.0
2020-07-09,RS,São Luiz Gonzaga,city,46,3,True,33468,4318903,137.44472,0.0652
2020-07-09,RS,São Marcos,city,65,0,True,21556,4319000,301.54017,0.0
2020-07-09,RS,São Martinho,city,10,0,True,5426,4319109,184.29783,0.0
2020-07-09,RS,São Martinho da Serra,city,5,0,True,3234,4319125,154.6073,0.0
2020-07-09,RS,São Miguel das Missões,city,12,0,True,7673,4319158,156.39255,0.0
2020-07-09,RS,São Paulo das Missões,city,4,1,True,5790,4319307,69.08463,0.25
2020-07-09,RS,São Pedro da Serra,city,13,0,True,3801,4319356,342.01526,0.0
2020-07-09,RS,São Pedro das Missões,city,4,0,True,2009,4319364,199.10403,0.0
2020-07-09,RS,São Pedro do Butiá,city,4,0,True,2947,4319372,135.73125,0.0
2020-07-09,RS,São Pedro do Sul,city,3,0,True,16198,4319406,18.52081,0.0
2020-07-09,RS,São Sebastião do Caí,city,108,1,True,25685,4319505,420.47888,0.0093
2020-07-09,RS,São Sepé,city,49,2,True,23621,4319604,207.44253,0.0408
2020-07-09,RS,São Valentim,city,27,1,True,3299,4319703,818.42983,0.037
2020-07-09,RS,São Valentim do Sul,city,4,0,True,2242,4319711,178.41213,0.0
2020-07-09,RS,São Valério do Sul,city,1,0,True,2727,4319737,36.67033,0.0
2020-07-09,RS,São Vendelino,city,8,0,True,2243,4319752,356.66518,0.0
2020-07-09,RS,São Vicente do Sul,city,2,1,True,8721,4319802,22.93315,0.5
2020-07-09,RS,Sapiranga,city,168,7,True,81734,4319901,205.54482,0.0417
2020-07-09,RS,Sapucaia do Sul,city,449,14,True,141075,4320008,318.27042,0.0312
2020-07-09,RS,Sarandi,city,89,1,True,24489,4320107,363.42848,0.0112
2020-07-09,RS,Seberi,city,50,1,True,10750,4320206,465.11628,0.02
2020-07-09,RS,Segredo,city,1,0,True,7421,4320263,13.47527,0.0
2020-07-09,RS,Selbach,city,4,0,True,5100,4320305,78.43137,0.0
2020-07-09,RS,Serafina Corrêa,city,297,1,True,17502,4320404,1696.94892,0.0034
2020-07-09,RS,Sério,city,4,0,True,1962,4320453,203.8736,0.0
2020-07-09,RS,Sertão,city,33,1,True,5415,4320503,609.41828,0.0303
2020-07-09,RS,Sertão Santana,city,2,0,True,6486,4320552,30.83565,0.0
2020-07-09,RS,Severiano de Almeida,city,1,0,True,3657,4320602,27.34482,0.0
2020-07-09,RS,Sobradinho,city,6,0,True,14967,4320701,40.08819,0.0
2020-07-09,RS,Soledade,city,71,1,True,31002,4320800,229.01748,0.0141
2020-07-09,RS,Tabaí,city,25,0,True,4719,4320859,529.77326,0.0
2020-07-09,RS,Tapejara,city,195,1,True,24111,4320909,808.75949,0.0051
2020-07-09,RS,Tapera,city,16,1,True,10584,4321006,151.17158,0.0625
2020-07-09,RS,Tapes,city,9,0,True,17300,4321105,52.02312,0.0
2020-07-09,RS,Taquara,city,42,2,True,57466,4321204,73.08669,0.0476
2020-07-09,RS,Taquari,city,151,2,True,26862,4321303,562.13238,0.0132
2020-07-09,RS,Taquaruçu do Sul,city,3,0,True,3072,4321329,97.65625,0.0
2020-07-09,RS,Tavares,city,2,0,True,5481,4321352,36.48969,0.0
2020-07-09,RS,Tenente Portela,city,41,0,True,13485,4321402,304.04153,0.0
2020-07-09,RS,Terra de Areia,city,43,1,True,11204,4321436,383.7915,0.0233
2020-07-09,RS,Teutônia,city,356,3,True,33232,4321451,1071.25662,0.0084
2020-07-09,RS,Tio Hugo,city,5,1,True,3030,4321469,165.0165,0.2
2020-07-09,RS,Tiradentes do Sul,city,13,2,True,5704,4321477,227.91024,0.1538
2020-07-09,RS,Torres,city,124,1,True,38732,4321501,320.14871,0.0081
2020-07-09,RS,Tramandaí,city,83,6,True,51715,4321600,160.49502,0.0723
2020-07-09,RS,Travesseiro,city,3,0,True,2336,4321626,128.42466,0.0
2020-07-09,RS,Três Arroios,city,7,0,True,2668,4321634,262.36882,0.0
2020-07-09,RS,Três Cachoeiras,city,61,1,True,11053,4321667,551.88637,0.0164
2020-07-09,RS,Três Coroas,city,10,0,True,28220,4321709,35.43586,0.0
2020-07-09,RS,Três de Maio,city,9,0,True,23906,4321808,37.64745,0.0
2020-07-09,RS,Três Forquilhas,city,5,0,True,2697,4321832,185.39118,0.0
2020-07-09,RS,Três Palmeiras,city,53,0,True,4271,4321857,1240.92718,0.0
2020-07-09,RS,Três Passos,city,435,4,True,23906,4321907,1819.62687,0.0092
2020-07-09,RS,Trindade do Sul,city,73,2,True,5802,4321956,1258.18683,0.0274
2020-07-09,RS,Triunfo,city,96,1,True,29538,4322004,325.00508,0.0104
2020-07-09,RS,Tucunduva,city,2,0,True,5678,4322103,35.22367,0.0
2020-07-09,RS,Tunas,city,14,2,True,4569,4322152,306.41278,0.1429
2020-07-09,RS,Tupanciretã,city,17,1,True,23948,4322202,70.98714,0.0588
2020-07-09,RS,Tupandi,city,16,0,True,4855,4322251,329.55716,0.0
2020-07-09,RS,Tuparendi,city,4,0,True,7893,4322301,50.67782,0.0
2020-07-09,RS,Turuçu,city,1,0,True,3438,4322327,29.08668,0.0
2020-07-09,RS,União da Serra,city,2,0,True,1154,4322350,173.31023,0.0
2020-07-09,RS,Unistalda,city,2,0,True,2338,4322376,85.5432,0.0
2020-07-09,RS,Uruguaiana,city,92,0,True,126970,4322400,72.45806,0.0
2020-07-09,RS,Vacaria,city,164,7,True,66218,4322509,247.6668,0.0427
2020-07-09,RS,Vale Real,city,7,0,True,5913,4322541,118.38322,0.0
2020-07-09,RS,Vale Verde,city,12,1,True,3497,4322525,343.15127,0.0833
2020-07-09,RS,Vanini,city,25,0,True,2113,4322558,1183.15192,0.0
2020-07-09,RS,Venâncio Aires,city,291,7,True,71554,4322608,406.68586,0.0241
2020-07-09,RS,Vera Cruz,city,6,0,True,26863,4322707,22.33555,0.0
2020-07-09,RS,Veranópolis,city,110,0,True,26241,4322806,419.19134,0.0
2020-07-09,RS,Vespasiano Corrêa,city,7,0,True,1815,4322855,385.67493,0.0
2020-07-09,RS,Viadutos,city,6,1,True,4756,4322905,126.15643,0.1667
2020-07-09,RS,Viamão,city,241,25,True,255224,4323002,94.42686,0.1037
2020-07-09,RS,Victor Graeff,city,7,0,True,2882,4323200,242.88688,0.0
2020-07-09,RS,Vila Flores,city,25,0,True,3385,4323309,738.55244,0.0
2020-07-09,RS,Vila Lângaro,city,6,0,True,2091,4323358,286.94405,0.0
2020-07-09,RS,Vila Maria,city,36,1,True,4358,4323408,826.067,0.0278
2020-07-09,RS,Vila Nova do Sul,city,12,0,True,4280,4323457,280.37383,0.0
2020-07-09,RS,Vista Alegre,city,1,0,True,2752,4323507,36.33721,0.0
2020-07-09,RS,Vista Alegre do Prata,city,7,0,True,1561,4323606,448.43049,0.0
2020-07-09,RS,Vista Gaúcha,city,4,0,True,2851,4323705,140.30165,0.0
2020-07-09,RS,Vitória das Missões,city,1,0,True,3133,4323754,31.91829,0.0
2020-07-09,RS,Westfália,city,46,0,True,3014,4323770,1526.21102,0.0
2020-07-09,RS,Xangri-lá,city,23,2,True,16408,4323804,140.17552,0.087
2020-07-09,SC,Abdon Batista,city,46,0,True,2563,4200051,1794.77175,0.0
2020-07-09,SC,Abelardo Luz,city,74,2,True,17904,4200101,413.31546,0.027
2020-07-09,SC,Agrolândia,city,24,2,True,10864,4200200,220.91311,0.0833
2020-07-09,SC,Agronômica,city,19,2,True,5448,4200309,348.75184,0.1053
2020-07-09,SC,Água Doce,city,22,0,True,7145,4200408,307.90763,0.0
2020-07-09,SC,Águas de Chapecó,city,26,0,True,6486,4200507,400.8634,0.0
2020-07-09,SC,Águas Frias,city,3,0,True,2366,4200556,126.79628,0.0
2020-07-09,SC,Águas Mornas,city,26,0,True,6469,4200606,401.91683,0.0
2020-07-09,SC,Alfredo Wagner,city,7,0,True,10036,4200705,69.7489,0.0
2020-07-09,SC,Alto Bela Vista,city,6,0,True,1937,4200754,309.75736,0.0
2020-07-09,SC,Anchieta,city,9,0,True,5638,4200804,159.63107,0.0
2020-07-09,SC,Angelina,city,10,0,True,4801,4200903,208.28994,0.0
2020-07-09,SC,Anita Garibaldi,city,25,0,True,7133,4201000,350.48367,0.0
2020-07-09,SC,Anitápolis,city,7,0,True,3232,4201109,216.58416,0.0
2020-07-09,SC,Antônio Carlos,city,69,4,True,8513,4201208,810.52508,0.058
2020-07-09,SC,Apiúna,city,16,0,True,10743,4201257,148.93419,0.0
2020-07-09,SC,Arabutã,city,33,0,True,4267,4201273,773.37708,0.0
2020-07-09,SC,Araquari,city,122,1,True,38129,4201307,319.96643,0.0082
2020-07-09,SC,Araranguá,city,144,3,True,68228,4201406,211.05704,0.0208
2020-07-09,SC,Armazém,city,42,0,True,8674,4201505,484.20567,0.0
2020-07-09,SC,Arroio Trinta,city,28,0,True,3550,4201604,788.73239,0.0
2020-07-09,SC,Arvoredo,city,25,1,True,2240,4201653,1116.07143,0.04
2020-07-09,SC,Ascurra,city,26,0,True,7934,4201703,327.70355,0.0
2020-07-09,SC,Atalanta,city,6,0,True,3210,4201802,186.91589,0.0
2020-07-09,SC,Aurora,city,15,0,True,5679,4201901,264.13101,0.0
2020-07-09,SC,Balneário Arroio do Silva,city,70,1,True,13071,4201950,535.53668,0.0143
2020-07-09,SC,Balneário Barra do Sul,city,51,0,True,10795,4202057,472.44094,0.0
2020-07-09,SC,Balneário Camboriú,city,2351,24,True,142295,4202008,1652.20141,0.0102
2020-07-09,SC,Balneário Gaivota,city,18,3,True,10979,4202073,163.94936,0.1667
2020-07-09,SC,Balneário Piçarras,city,125,1,True,23147,4212809,540.02679,0.008
2020-07-09,SC,Balneário Rincão,city,12,2,True,12760,4220000,94.04389,0.1667
2020-07-09,SC,Barra Velha,city,90,0,True,29168,4202107,308.55732,0.0
2020-07-09,SC,Bela Vista do Toldo,city,2,0,True,6337,4202131,31.56068,0.0
2020-07-09,SC,Belmonte,city,1,0,True,2706,4202156,36.95492,0.0
2020-07-09,SC,Benedito Novo,city,25,0,True,11652,4202206,214.55544,0.0
2020-07-09,SC,Biguaçu,city,385,7,True,68481,4202305,562.19973,0.0182
2020-07-09,SC,Blumenau,city,2643,14,True,357199,4202404,739.92368,0.0053
2020-07-09,SC,Bocaina do Sul,city,1,0,True,3474,4202438,28.78526,0.0
2020-07-09,SC,Bombinhas,city,330,0,True,19769,4202453,1669.28019,0.0
2020-07-09,SC,Bom Jardim da Serra,city,1,0,True,4743,4202503,21.0837,0.0
2020-07-09,SC,Bom Jesus,city,36,0,True,3010,4202537,1196.01329,0.0
2020-07-09,SC,Bom Retiro,city,2,0,True,9966,4202602,20.06823,0.0
2020-07-09,SC,Botuverá,city,21,0,True,5246,4202701,400.30499,0.0
2020-07-09,SC,Braço do Norte,city,409,3,True,33450,4202800,1222.72048,0.0073
2020-07-09,SC,Braço do Trombudo,city,8,0,True,3743,4202859,213.7323,0.0
2020-07-09,SC,Brunópolis,city,10,0,True,2420,4202875,413.22314,0.0
2020-07-09,SC,Brusque,city,615,5,True,134723,4202909,456.49221,0.0081
2020-07-09,SC,Caçador,city,96,4,True,78595,4203006,122.14517,0.0417
2020-07-09,SC,Caibi,city,19,1,True,6148,4203105,309.04359,0.0526
2020-07-09,SC,Calmon,city,2,0,True,3346,4203154,59.77286,0.0
2020-07-09,SC,Camboriú,city,728,10,True,82989,4203204,877.22469,0.0137
2020-07-09,SC,Campo Alegre,city,6,0,True,11978,4203303,50.09184,0.0
2020-07-09,SC,Campo Belo do Sul,city,1,0,True,7016,4203402,14.25314,0.0
2020-07-09,SC,Campo Erê,city,30,0,True,8526,4203501,351.86488,0.0
2020-07-09,SC,Campos Novos,city,168,2,True,36244,4203600,463.525,0.0119
2020-07-09,SC,Canelinha,city,152,0,True,12240,4203709,1241.83007,0.0
2020-07-09,SC,Canoinhas,city,149,2,True,54401,4203808,273.89202,0.0134
2020-07-09,SC,Capão Alto,city,0,0,True,2525,4203253,,0.0
2020-07-09,SC,Capinzal,city,68,0,True,22848,4203907,297.61905,0.0
2020-07-09,SC,Capivari de Baixo,city,157,0,True,24871,4203956,631.25729,0.0
2020-07-09,SC,Catanduvas,city,29,0,True,10861,4204004,267.0104,0.0
2020-07-09,SC,Caxambu do Sul,city,35,1,True,3642,4204103,961.01043,0.0286
2020-07-09,SC,Celso Ramos,city,10,0,True,2728,4204152,366.56891,0.0
2020-07-09,SC,Chapecó,city,2739,11,True,220367,4204202,1242.92657,0.004
2020-07-09,SC,Cocal do Sul,city,38,2,True,16684,4204251,227.76313,0.0526
2020-07-09,SC,Concórdia,city,1401,13,True,74641,4204301,1876.9845,0.0093
2020-07-09,SC,Cordilheira Alta,city,29,0,True,4453,4204350,651.24635,0.0
2020-07-09,SC,Coronel Freitas,city,57,0,True,9981,4204400,571.08506,0.0
2020-07-09,SC,Coronel Martins,city,4,0,True,2549,4204459,156.92428,0.0
2020-07-09,SC,Correia Pinto,city,15,0,True,12795,4204558,117.23329,0.0
2020-07-09,SC,Corupá,city,98,0,True,15909,4204509,616.00352,0.0
2020-07-09,SC,Criciúma,city,1020,14,True,215186,4204608,474.00853,0.0137
2020-07-09,SC,Cunha Porã,city,35,0,True,11086,4204707,315.71351,0.0
